Key,Material,Amount
AAF:1xBMF-1xSNM=>1xNV2,BMF,1
AAF:1xBMF-1xSNM=>1xNV2,SNM,1
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,CST,1
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,ES,10
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,FC,3
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,FLP,6
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,PCB,1
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,SAR,1
AAF:1xCST-10xES-3xFC-6xFLP-1xPCB-1xSAR-1xWAI=>1xCRU,WAI,1
AAF:1xBMF-1xDA-1xSA=>1xTAC,BMF,1
AAF:1xBMF-1xDA-1xSA=>1xTAC,DA,1
AAF:1xBMF-1xDA-1xSA=>1xTAC,SA,1
AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,FC,8
AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,GV,100
AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,PCB,1
AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,SAR,10
AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,THF,20
AAF:8xFC-100xGV-1xPCB-10xSAR-20xTHF-1xWAI=>1xCC,WAI,1
AAF:1xTPU-1xWAI=>1xSTS,TPU,1
AAF:1xTPU-1xWAI=>1xSTS,WAI,1
AML:4xAL-1xBOR-1xSI=>4xBOS,AL,4
AML:4xAL-1xBOR-1xSI=>4xBOS,BOR,1
AML:4xAL-1xBOR-1xSI=>4xBOS,SI,1
AML:2xBER=>1xAL-1xBE-1xSIO,BER,2
AML:2xTAI=>1xFE-1xTA,TAI,2
AML:2xZIR=>2xSIO-1xZR,ZIR,2
AML:5xBTS=>1xW,BTS,5
APF:1xAWF-1xFC-12xFLP-1xPCB-1xSEN-1xWAI=>1xWR,AWF,1
APF:1xAWF-1xFC-12xFLP-1xPCB-1xSEN-1xWAI=>1xWR,FC,1
APF:1xAWF-1xFC-12xFLP-1xPCB-1xSEN-1xWAI=>1xWR,FLP,12
APF:1xAWF-1xFC-12xFLP-1xPCB-1xSEN-1xWAI=>1xWR,PCB,1
APF:1xAWF-1xFC-12xFLP-1xPCB-1xSEN-1xWAI=>1xWR,SEN,1
APF:1xAWF-1xFC-12xFLP-1xPCB-1xSEN-1xWAI=>1xWR,WAI,1
APF:1xBMF-1xLD-1xSAL=>1xLOG,BMF,1
APF:1xBMF-1xLD-1xSAL=>1xLOG,LD,1
APF:1xBMF-1xLD-1xSAL=>1xLOG,SAL,1
APF:1xAAR-1xBWS-4xRAD=>1xCOM,AAR,1
APF:1xAAR-1xBWS-4xRAD=>1xCOM,BWS,1
APF:1xAAR-1xBWS-4xRAD=>1xCOM,RAD,4
APF:1xBWS-1xDA-1xOS-1xSAR=>1xRCS,BWS,1
APF:1xBWS-1xDA-1xOS-1xSAR=>1xRCS,DA,1
APF:1xBWS-1xDA-1xOS-1xSAR=>1xRCS,OS,1
APF:1xBWS-1xDA-1xOS-1xSAR=>1xRCS,SAR,1
APF:1xBWS-1xOS-8xTRA=>1xADS,BWS,1
APF:1xBWS-1xOS-8xTRA=>1xADS,OS,1
APF:1xBWS-1xOS-8xTRA=>1xADS,TRA,8
APF:1xBWS-1xDA=>20xWS,BWS,1
APF:1xBWS-1xDA=>20xWS,DA,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,BAC,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,FC,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,GV,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,H2O,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,HCP,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,NS,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,PCB,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,SAR,1
APF:1xBAC-1xFC-1xGV-1xH2O-1xHCP-1xNS-1xPCB-1xSAR-1xWAI=>1xAIR,WAI,1
APF:1xFC-1xSAR-10xTHF-1xWAI=>1xACS,FC,1
APF:1xFC-1xSAR-10xTHF-1xWAI=>1xACS,SAR,1
APF:1xFC-1xSAR-10xTHF-1xWAI=>1xACS,THF,10
APF:1xFC-1xSAR-10xTHF-1xWAI=>1xACS,WAI,1
APF:1xAIR-1xBMF-1xWAI-1xWR=>1xLIS,AIR,1
APF:1xAIR-1xBMF-1xWAI-1xWR=>1xLIS,BMF,1
APF:1xAIR-1xBMF-1xWAI-1xWR=>1xLIS,WAI,1
APF:1xAIR-1xBMF-1xWAI-1xWR=>1xLIS,WR,1
APF:1xSNM-1xWS=>1xNV1,SNM,1
APF:1xSNM-1xWS=>1xNV1,WS,1
APF:2xHPC-1xLD=>32xPDA,HPC,2
APF:2xHPC-1xLD=>32xPDA,LD,1
APF:1xBMF-1xDA-5xW-1xWAI=>1xFFC,BMF,1
APF:1xBMF-1xDA-5xW-1xWAI=>1xFFC,DA,1
APF:1xBMF-1xDA-5xW-1xWAI=>1xFFC,W,5
APF:1xBMF-1xDA-5xW-1xWAI=>1xFFC,WAI,1
ASM:1xAL-3xTI=>4xAST,AL,1
ASM:1xAL-3xTI=>4xAST,TI,3
ASM:1xFE-3xTI=>4xFET,FE,1
ASM:1xFE-3xTI=>4xFET,TI,3
ASM:3xAL-1xW=>4xWAL,AL,3
ASM:3xAL-1xW=>4xWAL,W,1
ASM:1xO-1xSI-2xWAL=>1xCTF,O,1
ASM:1xO-1xSI-2xWAL=>1xCTF,SI,1
ASM:1xO-1xSI-2xWAL=>1xCTF,WAL,2
ASM:3xAL-3xFE=>6xFAL,AL,3
ASM:3xAL-3xFE=>6xFAL,FE,3
BMP:100xPE-25xPG=>20xOVE,PE,100
BMP:100xPE-25xPG=>20xOVE,PG,25
BMP:1xAL-1xMFK-10xOVE=>10xEXO,AL,1
BMP:1xAL-1xMFK-10xOVE=>10xEXO,MFK,1
BMP:1xAL-1xMFK-10xOVE=>10xEXO,OVE,10
BMP:1xAL-10xOVE-1xSWF=>10xEXO,AL,1
BMP:1xAL-10xOVE-1xSWF=>10xEXO,OVE,10
BMP:1xAL-10xOVE-1xSWF=>10xEXO,SWF,1
BMP:1xAL-10xOVE=>10xEXO,AL,1
BMP:1xAL-10xOVE=>10xEXO,OVE,10
BMP:1xC-2xH=>200xPE,C,1
BMP:1xC-2xH=>200xPE,H,2
BMP:1xCOT-10xPG=>30xOVE,COT,1
BMP:1xCOT-10xPG=>30xOVE,PG,10
BMP:1xCOT-50xPG=>20xPWO,COT,1
BMP:1xCOT-50xPG=>20xPWO,PG,50
BMP:8xINS-1xMFK-1xSFK=>4xREP,INS,8
BMP:8xINS-1xMFK-1xSFK=>4xREP,MFK,1
BMP:8xINS-1xMFK-1xSFK=>4xREP,SFK,1
BMP:1xMGS=>6xMG,MGS,1
BMP:50xPE-1xRCO=>20xOVE,PE,50
BMP:50xPE-1xRCO=>20xOVE,RCO,1
BMP:30xPG-1xS-1xSI=>30xSEA,PG,30
BMP:30xPG-1xS-1xSI=>30xSEA,S,1
BMP:30xPG-1xS-1xSI=>30xSEA,SI,1
BMP:1xSTL-1xTRN=>7xPT,STL,1
BMP:1xSTL-1xTRN=>7xPT,TRN,1
BMP:1xSTL-1xW=>10xPT,STL,1
BMP:1xSTL-1xW=>10xPT,W,1
BMP:2xSFK-1xSTL=>6xPT,SFK,2
BMP:2xSFK-1xSTL=>6xPT,STL,1
BMP:1xSTL=>5xPT,STL,1
BMP:10xC-20xOVE=>20xSUN,C,10
BMP:10xC-20xOVE=>20xSUN,OVE,20
BMP:20xEPO-20xPG=>50xOFF,EPO,20
BMP:20xEPO-20xPG=>50xOFF,PG,20
BMP:3xCLI=>1xI,CLI,3
BMP:4xLST-2xSIO=>50xMCG,LST,4
BMP:4xLST-2xSIO=>50xMCG,SIO,2
BMP:4xAL-50xPE=>2xSTR,AL,4
BMP:4xAL-50xPE=>2xSTR,PE,50
CHP:10xAMM-4xREA=>10xPFE,AMM,10
CHP:10xAMM-4xREA=>10xPFE,REA,4
CHP:20xBRM-10xCLI=>16xSOI,BRM,20
CHP:20xBRM-10xCLI=>16xSOI,CLI,10
CHP:1xLST=>10xFLX,LST,1
CHP:1xLST=>1xCA,LST,1
CHP:1xCU-1xMG-1xS=>1xIND,CU,1
CHP:1xCU-1xMG-1xS=>1xIND,MG,1
CHP:1xCU-1xMG-1xS=>1xIND,S,1
CHP:1xBOR-5xH-1xNA=>20xNAB,BOR,1
CHP:1xBOR-5xH-1xNA=>20xNAB,H,5
CHP:1xBOR-5xH-1xNA=>20xNAB,NA,1
CHP:1xO-1xSI=>1xLCR,O,1
CHP:1xO-1xSI=>1xLCR,SI,1
CHP:25xBRM=>10xREA,BRM,25
CHP:2xCA-1xMG-1xTA=>20xSC,CA,2
CHP:2xCA-1xMG-1xTA=>20xSC,MG,1
CHP:2xCA-1xMG-1xTA=>20xSC,TA,1
CHP:2xH2O-1xLST-2xN=>4xNS,H2O,2
CHP:2xH2O-1xLST-2xN=>4xNS,LST,1
CHP:2xH2O-1xLST-2xN=>4xNS,N,2
CHP:1xH2O-3xHAL=>1xCL-2xNA,H2O,1
CHP:1xH2O-3xHAL=>1xCL-2xNA,HAL,3
CHP:1xAL-4xCOT-1xHER-50xPE=>16xMED,AL,1
CHP:1xAL-4xCOT-1xHER-50xPE=>16xMED,COT,4
CHP:1xAL-4xCOT-1xHER-50xPE=>16xMED,HER,1
CHP:1xAL-4xCOT-1xHER-50xPE=>16xMED,PE,50
CHP:10xREA-6xVEG=>6xOLF,REA,10
CHP:10xREA-6xVEG=>6xOLF,VEG,6
CLF:6xGC-1xIND-1xNL=>10xHMS,GC,6
CLF:6xGC-1xIND-1xNL=>10xHMS,IND,1
CLF:6xGC-1xIND-1xNL=>10xHMS,NL,1
CLF:1xBLE-10xHD-10xPCB-2xSIL=>10xLC,BLE,1
CLF:1xBLE-10xHD-10xPCB-2xSIL=>10xLC,HD,10
CLF:1xBLE-10xHD-10xPCB-2xSIL=>10xLC,PCB,10
CLF:1xBLE-10xHD-10xPCB-2xSIL=>10xLC,SIL,2
CLF:1xBLE-5xNL-5xPCB-5xSEN=>20xHSS,BLE,1
CLF:1xBLE-5xNL-5xPCB-5xSEN=>20xHSS,NL,5
CLF:1xBLE-5xNL-5xPCB-5xSEN=>20xHSS,PCB,5
CLF:1xBLE-5xNL-5xPCB-5xSEN=>20xHSS,SEN,5
CLR:10xC-2xSI=>1200xNFI,C,10
CLR:10xC-2xSI=>1200xNFI,SI,2
CLR:1xAL-1xSI=>10xTRN,AL,1
CLR:1xAL-1xSI=>10xTRN,SI,1
CLR:1xCAP-1xSWF-1xTRN=>1xTRA,CAP,1
CLR:1xCAP-1xSWF-1xTRN=>1xTRA,SWF,1
CLR:1xCAP-1xSWF-1xTRN=>1xTRA,TRN,1
CLR:1xC=>100xNCS,C,1
CLR:1xGAL-1xSI=>6xLDI,GAL,1
CLR:1xGAL-1xSI=>6xLDI,SI,1
CLR:1xAL-1xSI=>30xSWF,AL,1
CLR:1xAL-1xSI=>30xSWF,SI,1
CLR:1xFE-1xSI=>15xCAP,FE,1
CLR:1xFE-1xSI=>15xCAP,SI,1
CLR:1xCBS-2xCF=>1xSFE,CBS,1
CLR:1xCBS-2xCF=>1xSFE,CF,2
CLR:2xNCS=>2xMTC,NCS,2
CLR:2xAL-2xSI=>20xMWF,AL,2
CLR:2xAL-2xSI=>20xMWF,SI,2
CLR:1xCBM-4xCF=>1xMFE,CBM,1
CLR:1xCBM-4xCF=>1xMFE,CF,4
DRS:1xBSC-1xDCH=>1xCCD,BSC,1
DRS:1xBSC-1xDCH=>1xCCD,DCH,1
DRS:1xDRF-1xMPC-1xPOW-1xSOL=>1xDCH,DRF,1
DRS:1xDRF-1xMPC-1xPOW-1xSOL=>1xDCH,MPC,1
DRS:1xDRF-1xMPC-1xPOW-1xSOL=>1xDCH,POW,1
DRS:1xDRF-1xMPC-1xPOW-1xSOL=>1xDCH,SOL,1
DRS:1xBSC-1xDCH-1xSAR=>1xSUD,BSC,1
DRS:1xBSC-1xDCH-1xSAR=>1xSUD,DCH,1
DRS:1xBSC-1xDCH-1xSAR=>1xSUD,SAR,1
DRS:1xDCH-1xSAR=>1xRED,DCH,1
DRS:1xDCH-1xSAR=>1xRED,SAR,1
DRS:1xDCH-1xSAR-2xUTS=>1xSRD,DCH,1
DRS:1xDCH-1xSAR-2xUTS=>1xSRD,SAR,1
DRS:1xDCH-1xSAR-2xUTS=>1xSRD,UTS,2
DRS:1xBSC-1xDCH-1xSEQ=>1xSDR,BSC,1
DRS:1xBSC-1xDCH-1xSEQ=>1xSDR,DCH,1
DRS:1xBSC-1xDCH-1xSEQ=>1xSDR,SEQ,1
DRS:1xDCS-50xNFI=>1xDRF,DCS,1
DRS:1xDCS-50xNFI=>1xDRF,NFI,50
ECA:12xBE-60xHCC-12xLI-150xPG=>1xCBL,BE,12
ECA:12xBE-60xHCC-12xLI-150xPG=>1xCBL,HCC,60
ECA:12xBE-60xHCC-12xLI-150xPG=>1xCBL,LI,12
ECA:12xBE-60xHCC-12xLI-150xPG=>1xCBL,PG,150
ECA:4xLI-1xNCS=>1xPOW,LI,4
ECA:4xLI-1xNCS=>1xPOW,NCS,1
ECA:4xBCO-1xBRO-2xCU-2xSI=>12xSOL,BCO,4
ECA:4xBCO-1xBRO-2xCU-2xSI=>12xSOL,BRO,1
ECA:4xBCO-1xBRO-2xCU-2xSI=>12xSOL,CU,2
ECA:4xBCO-1xBRO-2xCU-2xSI=>12xSOL,SI,2
ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,ACS,1
ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,AFR,8
ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,CTF,10
ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,EES,4
ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,RCS,1
ECA:1xACS-8xAFR-10xCTF-4xEES-1xRCS-10xWAL=>1xFIR,WAL,10
ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,ACS,1
ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,AST,8
ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,BFR,4
ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,CF,6
ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,ETC,4
ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,RCS,1
ECA:20xBCO-6xBE-6xLI-60xPG=>1xCBS,BCO,20
ECA:20xBCO-6xBE-6xLI-60xPG=>1xCBS,BE,6
ECA:20xBCO-6xBE-6xLI-60xPG=>1xCBS,LI,6
ECA:20xBCO-6xBE-6xLI-60xPG=>1xCBS,PG,60
ECA:8xGL-24xSOL=>12xSP,GL,8
ECA:8xGL-24xSOL=>12xSP,SOL,24
ECA:8xBE-40xBGC-8xLI-120xPG=>1xCBM,BE,8
ECA:8xBE-40xBGC-8xLI-120xPG=>1xCBM,BGC,40
ECA:8xBE-40xBGC-8xLI-120xPG=>1xCBM,LI,8
ECA:8xBE-40xBGC-8xLI-120xPG=>1xCBM,PG,120
EDM:4xCU-100xPE=>8xSCN,CU,4
EDM:4xCU-100xPE=>8xSCN,PE,100
EDM:1xDCS-1xHD-1xNG=>1xHOG,DCS,1
EDM:1xDCS-1xHD-1xNG=>1xHOG,HD,1
EDM:1xDCS-1xHD-1xNG=>1xHOG,NG,1
EDM:1xDCS-1xPOW-1xSFK=>1xRAD,DCS,1
EDM:1xDCS-1xPOW-1xSFK=>1xRAD,POW,1
EDM:1xDCS-1xPOW-1xSFK=>1xRAD,SFK,1
EDM:1xPCB-1xTRA=>1xMHP,PCB,1
EDM:1xPCB-1xTRA=>1xMHP,TRA,1
EDM:2xCD-1xKV-2xSAR=>2xBID,CD,2
EDM:2xCD-1xKV-2xSAR=>2xBID,KV,1
EDM:2xCD-1xKV-2xSAR=>2xBID,SAR,2
EEP:1xES-4xFLX-4xREA=>1xEES,ES,1
EEP:1xES-4xFLX-4xREA=>1xEES,FLX,4
EEP:1xES-4xFLX-4xREA=>1xEES,REA,4
EEP:1xLES=>10xES,LES,1
ELP:4xPCB-16xSEN=>1xSAR,PCB,4
ELP:4xPCB-16xSEN=>1xSAR,SEN,16
ELP:2xBCO-1xDIS=>1xCD,BCO,2
ELP:2xBCO-1xDIS=>1xCD,DIS,1
ELP:2xAU-1xKV-4xPCB-6xSWF=>3xAAR,AU,2
ELP:2xAU-1xKV-4xPCB-6xSWF=>3xAAR,KV,1
ELP:2xAU-1xKV-4xPCB-6xSWF=>3xAAR,PCB,4
ELP:2xAU-1xKV-4xPCB-6xSWF=>3xAAR,SWF,6
ELP:10xBAC-1xMAG-10xPE=>5xAWF,BAC,10
ELP:10xBAC-1xMAG-10xPE=>5xAWF,MAG,1
ELP:10xBAC-1xMAG-10xPE=>5xAWF,PE,10
ELP:1xDCM-1xHD-1xMB=>1xBWS,DCM,1
ELP:1xDCM-1xHD-1xMB=>1xBWS,HD,1
ELP:1xDCM-1xHD-1xMB=>1xBWS,MB,1
ELP:1xCD-1xDCS-1xMB=>1xHPC,CD,1
ELP:1xCD-1xDCS-1xMB=>1xHPC,DCS,1
ELP:1xCD-1xDCS-1xMB=>1xHPC,MB,1
ELP:1xDCL-1xFAN-1xMB-1xTPU=>1xBMF,DCL,1
ELP:1xDCL-1xFAN-1xMB-1xTPU=>1xBMF,FAN,1
ELP:1xDCL-1xFAN-1xMB-1xTPU=>1xBMF,MB,1
ELP:1xDCL-1xFAN-1xMB-1xTPU=>1xBMF,TPU,1
ELP:1xCBL-3xCTF=>1xLFE,CBL,1
ELP:1xCBL-3xCTF=>1xLFE,CTF,3
FER:1xAMM-1xCA-10xDW-1xI-4xPIB=>20xVIT,AMM,1
FER:1xAMM-1xCA-10xDW-1xI-4xPIB=>20xVIT,CA,1
FER:1xAMM-1xCA-10xDW-1xI-4xPIB=>20xVIT,DW,10
FER:1xAMM-1xCA-10xDW-1xI-4xPIB=>20xVIT,I,1
FER:1xAMM-1xCA-10xDW-1xI-4xPIB=>20xVIT,PIB,4
FER:1xAMM-20xDW-15xGRA-15xREA=>10xWIN,AMM,1
FER:1xAMM-20xDW-15xGRA-15xREA=>10xWIN,DW,20
FER:1xAMM-20xDW-15xGRA-15xREA=>10xWIN,GRA,15
FER:1xAMM-20xDW-15xGRA-15xREA=>10xWIN,REA,15
FER:1xAMM-2xDW-1xES-2xGRN=>4xGIN,AMM,1
FER:1xAMM-2xDW-1xES-2xGRN=>4xGIN,DW,2
FER:1xAMM-2xDW-1xES-2xGRN=>4xGIN,ES,1
FER:1xAMM-2xDW-1xES-2xGRN=>4xGIN,GRN,2
FER:1xAMM-3xDW-2xGRN-1xHOP=>6xALE,AMM,1
FER:1xAMM-3xDW-2xGRN-1xHOP=>6xALE,DW,3
FER:1xAMM-3xDW-2xGRN-1xHOP=>6xALE,GRN,2
